ticker,ritter_ticker,name,first_trade,yf_first_trade,year,offer_price,adr,ritter_shares,edgar_shares,yf_shares,est_edgar,est_yf,est_ritter,mcap_listing_b,mcap_src,mcap_conf,match_method,bucket,reason
AXNX,AXNX,Axonics Modulation Tech Inc,2018-10-31,nan,2018,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CNF,CNF,CNFinance Holdings Ltd,2018-11-07,2018-11-07,2018,7.5,2.0,1360434040.0,1371643240.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
VAPO,VAPO,Vapotherm Inc,2018-11-14,nan,2018,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MOGU,MOGU,Mogu Inc,2018-12-06,2018-12-06,2018,14.0,2.0,2369166700.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
THOR,THOR,Synthorx Inc,2018-12-07,nan,2018,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HARP,HARP,Harpoon Therapeutics Inc,2019-02-08,nan,2019,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TCRR,TCRR,TCR2 Therapeutics Inc,2019-02-14,nan,2019,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MITO,MITO,Stealth Biotherapeutics Inc,2019-02-15,nan,2019,12.0,2.0,413298719.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SLGG,SLGG,Super League Gaming Inc,2019-02-26,nan,2019,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SWAV,SWAV,Shockwave Medical Inc,2019-03-07,nan,2019,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FHL,FHL,Futu Holdings Ltd,2019-03-08,nan,2019,12.0,2.0,888347760.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RUHN,RUHN,Ruhnn Holding Ltd,2019-04-03,nan,2019,12.5,2.0,413572659.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NGM,NGM,NGM Biopharmaceuticals Inc,2019-04-04,nan,2019,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SILK,SILK,Silk Road Medical Inc,2019-04-04,nan,2019,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TUFN,TUFN,Tufin Software Tech Ltd,2019-04-11,nan,2019,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TPTX,TPTX,Turning Point Therapeutics,2019-04-17,nan,2019,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
YJ,YJ,Yunji Inc,2019-05-03,2019-05-03,2019,11.0,2.0,2156616752.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AXLA,AXLA,Axcella Health Inc,2019-05-09,nan,2019,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CRTX,CRTX,Cortexyme Inc,2019-05-09,nan,2019,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NXTC,NXTC,NextCure Inc,2019-05-09,2019-05-09,2019,15.0,1.0,,22714765.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SONM,SONM,Sonim Technologies Inc,2019-05-10,2019-05-10,2019,11.0,1.0,,20326944.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
APLT,APLT,Applied Therapeutics Inc,2019-05-14,nan,2019,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LK,LK,Luckin Coffee Inc,2019-05-17,nan,2019,17.0,2.0,1883020912.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MWK,MWK,Mohawk Group Holdings Inc,2019-06-12,nan,2019,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AKRO,AKRO,Akero Therapeutics Inc,2019-06-20,nan,2019,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PRVL,PRVL,Prevail Therapeutics Inc,2019-06-20,nan,2019,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MORF,MORF,Morphic Holding Inc,2019-06-27,nan,2019,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
KRTX,KRTX,Karuna Therapeutics Inc,2019-06-28,nan,2019,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AMK,AMK,AssetMark Finl Hldg Inc,2019-07-18,nan,2019,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MDLA,MDLA,Medallia Inc,2019-07-19,nan,2019,21.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LVGO,LVGO,Livongo Health Inc,2019-07-25,nan,2019,28.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PROS,PROS,ProSight Global Inc,2019-07-25,nan,2019,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NOVA,NOVA,Sunnova Energy Intl Inc,2019-07-25,nan,2019,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CFB,CFB,Crossfirst Bankshares Inc,2019-08-15,nan,2019,14.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
STSA,STSA,Satsuma Pharmaceuticals Inc,2019-09-13,nan,2019,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SWTX,SWTX,Springworks Therapeutics Inc,2019-09-13,nan,2019,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
IGMS,IGMS,IGM Biosciences Inc,2019-09-18,nan,2019,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PING,PING,Ping Identity Holding Corp,2019-09-19,nan,2019,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FREQ,FREQ,Frequency Therapeutics Inc,2019-10-03,nan,2019,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
VIE,VIE,Viela Bio Inc,2019-10-03,nan,2019,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
OYST,OYST,Oyster Point Pharma Inc,2019-10-31,nan,2019,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RAPT,RAPT,RAPT Therapeutics Inc,2019-10-31,nan,2019,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
QK,QK,Q&K Intl Grp Ltd,2019-11-05,nan,2019,17.0,2.0,1423860850.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CNTG,CNTG,Centogene BV,2019-11-07,nan,2019,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
KRKR,KRKR,36kr Hldg Inc,2019-11-08,2019-11-08,2019,14.5,2.0,937358520.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ETNB,ETNB,89bio Inc,2019-11-11,nan,2019,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
OCFT,OCFT,OneConnect Finl Tech Co Ltd,2019-12-13,nan,2019,10.0,2.0,1097320664.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LIZI,LIZI,Lizhi Inc,2020-01-17,nan,2020,11.0,2.0,914661090.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DNK,DNK,Phoenix Tree Holdings Ltd,2020-01-17,nan,2020,13.5,2.0,1825796852.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ONEM,ONEM,1Life Healthcare Inc,2020-01-31,nan,2020,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CSPR,CSPR,Casper Sleep Inc,2020-02-06,nan,2020,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PPD,PPD,PPD Inc,2020-02-06,nan,2020,27.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HUIZ,HUIZ,Huize Holding Ltd,2020-02-12,2020-02-12,2020,10.5,2.0,1038356593.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PASG,PASG,Passage Bio Inc,2020-02-28,2020-02-28,2020,18.0,1.0,,45350687.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
IMRA,IMRA,Imara Inc,2020-03-12,2025-04-03,2020,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-04-03 != IPO 2020-03-12)
LYRA,LYRA,Lyra Therapeutics Inc,2020-05-01,2020-05-01,2020,16.0,1.0,,12924563.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AYLA,AYLA,Ayala Pharmaceuticals Inc,2020-05-08,nan,2020,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NARI,NARI,Inari Medical Inc,2020-05-22,nan,2020,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AMTI,AMTI,Applied Molecular Transport,2020-06-05,nan,2020,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DADA,DADA,Dada Nexus Ltd,2020-06-05,nan,2020,16.0,2.0,888937017.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RNA,RNA,Avidity Biosciences Inc,2020-06-12,2026-02-27,2020,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2026-02-27 != IPO 2020-06-12)
GBIO,GBIO,Generation Bio Co,2020-06-12,nan,2020,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FMTX,FMTX,Forma Therapeutics Hldg Inc,2020-06-19,nan,2020,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GTH,GTH,Genetron Hldg Ltd,2020-06-19,nan,2020,16.0,2.0,441810100.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PROG,PROG,Progenity Inc,2020-06-19,nan,2020,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RPTX,RPTX,Repare Therapeutics Inc,2020-06-19,nan,2020,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AKUS,AKUS,Akouos Inc,2020-06-26,nan,2020,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FUSN,FUSN,Fusion Pharmaceuticals Inc,2020-06-26,nan,2020,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DNB,DNB,Dun & Bradstreet Holding,2020-07-01,nan,2020,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ACCD,ACCD,Accolade Inc,2020-07-02,nan,2020,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PSTX,PSTX,Poseida Therapeutics Inc,2020-07-10,nan,2020,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TIG,TIG,Trean Insurance Group Inc,2020-07-16,nan,2020,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BLI,BLI,Berkeley Lights Inc,2020-07-17,nan,2020,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PAND,PAND,Pandion Therapeutics Inc,2020-07-17,nan,2020,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
JAMF,JAMF,Jamf Holding Corp,2020-07-22,nan,2020,26.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
INZY,INZY,Inozyme Pharma Inc,2020-07-24,nan,2020,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ITOS,ITOS,iTeos Therapeutics Inc,2020-07-24,nan,2020,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ALVR,ALVR,Allovir Inc,2020-07-30,nan,2020,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GOED,GOED,1847 Goedeker Inc,2020-07-31,nan,2020,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HSAQ,HSAQ,Health Sciences Acquisitns 2,2020-08-04,nan,2020,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BIGC,BIGC,BigCommerce Holdings Inc,2020-08-05,nan,2020,24.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
OSH,OSH,Oak Street Health Inc,2020-08-06,nan,2020,21.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CMPI,CMPI,Checkmate Pharmaceuticals Inc,2020-08-07,nan,2020,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CVAC,CVAC,CureVac BV,2020-08-14,nan,2020,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DCT,DCT,Duck Creek Technologies,2020-08-14,nan,2020,27.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
INBX,INBX,Inhibrx Inc,2020-08-19,2024-05-29,2020,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2024-05-29 != IPO 2020-08-19)
PRFX,PRFX,PainReform Ltd,2020-09-01,2020-09-01,2020,8.0,1.0,,8758037.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BCTG,BCTG,BCTG Acquisition Corp,2020-09-03,nan,2020,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MTCR,MTCR,Metacrine Inc,2020-09-16,nan,2020,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PTVE,PTVE,Pactiv Evergreen Inc,2020-09-17,nan,2020,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SUMO,SUMO,Sumo Logic Inc,2020-09-17,nan,2020,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ATHA,ATHA,Athira Pharma Inc,2020-09-18,nan,2020,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
VTRU,VTRU,Vitru Ltd,2020-09-18,nan,2020,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GRAY,GRAY,Graybug Vision Inc,2020-09-25,nan,2020,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CD,CD,Chindata Group Holding Ltd,2020-09-30,2015-04-08,2020,13.5,2.0,718459381.0,2978928849.0,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2015-04-08 != IPO 2020-09-30)
ONCR,ONCR,Oncorus Inc,2020-10-02,nan,2020,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
KRON,KRON,Kronos Bio Inc,2020-10-09,nan,2020,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SPRB,SPRB,Spruce Biosciences Inc,2020-10-09,2020-10-09,2020,15.0,1.0,,23214041.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CDAK,CDAK,Codiak Biosciences Inc,2020-10-14,nan,2020,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ALGS,ALGS,Aligos Therapeutics Inc,2020-10-16,2020-10-16,2020,15.0,1.0,,38117910.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
EAR,EAR,Eargo Inc,2020-10-16,nan,2020,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
KRBP,KRBP,Kiromic Biopharma Inc,2020-10-16,nan,2020,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MSP,MSP,Datto Holding Corp,2020-10-21,nan,2020,27.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GLTO,GLTO,Galecto Inc,2020-10-29,nan,2020,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LESL,LESL,Leslies Inc,2020-10-29,2020-10-29,2020,17.0,1.0,,186873341.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SQZ,SQZ,SQZ Biotechnologies Co,2020-10-30,nan,2020,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NGMS,NGMS,Neogames,2020-11-19,nan,2020,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
YSG,YSG,Yatsen Hldg Ltd,2020-11-19,2020-11-19,2020,10.5,2.0,2661923763.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LSAQ,LSAQ,Lifesci Acquisition II Corp,2020-11-20,nan,2020,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
OZON,OZON,Ozon Holdings PLC,2020-11-24,nan,2020,30.0,2.0,179230154.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
VMAR,VMAR,Vision Marine Technologies Inc,2020-11-24,2020-11-24,2020,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
KNTE,KNTE,Kinnate Biopharma Inc,2020-12-03,nan,2020,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
YQ,YQ,17 Educ & Tech Grp Inc,2020-12-04,2020-12-04,2020,10.5,2.0,469665070.0,480183070.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SGTX,SGTX,Sigilon Therapeutics Inc,2020-12-04,nan,2020,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SBTX,SBTX,Silverback Therapeutics Inc,2020-12-04,nan,2020,21.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HYFM,HYFM,Hydrofarm Holdings Group Inc,2020-12-10,2020-12-10,2020,20.0,1.0,,39799666.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BCAB,BCAB,BioAtla Inc,2020-12-16,2020-12-16,2020,18.0,1.0,,32171560.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
VIRI,VIRI,Virios Therapeutics LLC,2020-12-17,nan,2020,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GRCL,GRCL,Gracell Biotechnologies Inc,2021-01-08,nan,2021,19.0,2.0,327815996.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AGFY,AGFY,Agrify Corp,2021-01-28,nan,2021,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
OCDX,OCDX,Ortho Clinical Diagnostics,2021-01-28,nan,2021,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HMPT,HMPT,Home Point Capital Inc,2021-01-29,nan,2021,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ONTF,ONTF,ON24 Inc,2021-02-03,nan,2021,50.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ATC,ATC,Atotech Ltd,2021-02-04,2026-05-13,2021,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2026-05-13 != IPO 2021-02-04)
LABP,LABP,Landos Biopharma Inc,2021-02-04,nan,2021,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SNSE,SNSE,Sensei Biotherapeutics Inc,2021-02-04,2021-02-04,2021,19.0,1.0,,30588495.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ANGN,ANGN,Angion Biomedica Corp,2021-02-05,nan,2021,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BOLT,BOLT,Bolt Biotherapeutics Inc,2021-02-05,2021-02-05,2021,20.0,1.0,,36338130.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LHDX,LHDX,Lucira Health Inc,2021-02-05,nan,2021,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RAAS,RAAS,Cloopen Group Holding Ltd,2021-02-09,nan,2021,16.0,2.0,319690602.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
VLON,VLON,Vallon Pharms Inc,2021-02-10,nan,2021,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
APR,APR,Apria Inc,2021-02-11,nan,2021,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DBTX,DBTX,Decibel Therapeutics Inc,2021-02-12,nan,2021,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NEXI,NEXI,NexImmune Inc,2021-02-12,2021-02-12,2021,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
VRPX,VRPX,Virpax Pharmaceuticals Inc,2021-02-17,2021-02-17,2021,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
JOAN,JOAN,JOANN Inc,2021-03-12,nan,2021,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LBPH,LBPH,Longboard Pharmaceuticals Inc,2021-03-12,nan,2021,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RXDX,RXDX,Prometheus Biosciences Inc,2021-03-12,nan,2021,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NAPA,NAPA,Duckhorn Portfolio Inc,2021-03-18,nan,2021,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FNCH,FNCH,Finch Therapeutics Group Inc,2021-03-19,nan,2021,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
